City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,gumdag,39.2061,54.5906,17.52,28,100,2.76,TM,1697503629
368,akureyri,65.6835,-18.0878,-0.04,93,0,0.0,IS,1697503629
369,kirkwall,58.9848,-2.9587,11.09,87,75,5.66,GB,1697503630
370,kharp,66.8014,65.8081,1.24,100,100,0.98,RU,1697503630
371,port mathurin,-19.6833,63.4167,24.22,85,1,3.15,MU,1697503630
372,la gi,10.6667,107.7833,26.87,83,36,2.79,VN,1697503631
373,katsuren-haebaru,26.3369,127.8719,26.01,57,20,4.63,JP,1697503631
374,mityana,0.4175,32.0228,17.48,99,100,1.08,UG,1697503631
375,zakynthos,37.7914,20.8953,19.24,70,100,2.75,GR,1697503631
376,zemio,5.0314,25.1361,20.02,98,100,0.55,CF,1697503632
377,taroa,8.7058,171.2275,28.3,74,11,4.78,MH,1697503632
378,hami,42.8,93.45,10.17,43,100,2.44,CN,1697503632
379,tommot,58.9564,126.2925,-2.9,59,100,1.17,RU,1697503632
380,tolanaro,-25.0319,46.9987,23.04,83,75,4.12,MG,1697503633
381,copiapo,-27.3667,-70.3333,12.83,54,97,1.11,CL,1697503111
382,veinticinco de mayo,-35.4323,-60.1727,14.99,82,2,1.79,AR,1697503634
383,bulan,12.6667,123.9333,28.27,78,44,0.93,PH,1697503634
384,arinos,-15.9169,-46.1056,26.09,41,0,0.75,BR,1697503635
385,uturoa,-16.7333,-151.4333,25.7,79,42,5.38,PF,1697503635
386,oamaru,-45.0784,170.9801,12.43,88,100,0.81,NZ,1697503635
387,sampacho,-33.3839,-64.7221,13.86,34,0,3.48,AR,1697503635
388,paita,-5.0892,-81.1144,20.36,84,26,5.61,PE,1697503636
389,galliano,29.4422,-90.2992,17.0,51,0,3.02,US,1697503636
390,nuku'alofa,-21.1333,-175.2,24.19,88,75,7.72,TO,1697503636
391,nizhneudinsk,54.9076,99.0276,3.9,96,100,2.68,RU,1697503636
392,khanpur,28.6453,70.6567,20.67,70,53,7.37,PK,1697503637
393,kalevala,65.2,31.1667,1.72,99,100,2.68,RU,1697503637
394,ishigaki,24.3448,124.1572,25.07,69,75,5.66,JP,1697503637
395,khandyga,62.6667,135.6,-11.31,62,42,2.02,RU,1697503637
396,novodvinsk,64.4165,40.8122,3.77,78,100,4.41,RU,1697503638
397,chervonopartyzans'k,48.0761,39.7962,4.99,78,6,7.85,UA,1697503638
398,dalbandin,28.8947,64.4101,17.42,29,0,2.69,PK,1697503638
399,baise city,23.8997,106.6133,23.29,69,3,0.42,CN,1697503639
400,lagoa nova,-6.1,-36.4833,20.3,71,96,8.79,BR,1697503639
401,alpatovo,43.7028,45.2415,13.13,71,100,10.25,RU,1697503640
402,taxisco,14.0708,-90.4631,23.82,94,100,1.91,GT,1697503640
403,santa ana,33.7456,-117.8678,33.58,56,20,2.57,US,1697503620
404,irymple,-34.25,142.1667,18.94,44,0,0.89,AU,1697503640
405,grand gaube,-20.0064,57.6608,21.88,79,72,2.22,MU,1697503641
406,tosontsengel,48.7567,98.2839,-3.36,82,32,1.78,MN,1697503428
407,el jadid,33.2549,-8.506,22.47,74,100,4.59,MA,1697503641
408,namibe,-15.1961,12.1522,17.63,83,100,2.01,AO,1697503641
409,laela,-8.5667,32.05,19.76,66,100,1.32,TZ,1697503642
410,sussex,41.1834,-74.6663,11.15,92,75,0.89,US,1697503642
411,mirriah,13.7073,9.1501,29.45,20,69,3.94,NE,1697503642
412,buarcos,40.166,-8.8768,23.64,84,77,12.24,PT,1697503642
413,port moresby,-9.4431,147.1797,28.68,79,75,4.12,PG,1697503643
414,okulovka,58.4008,33.2908,3.49,88,32,2.68,RU,1697503643
415,nur-sultan,51.1801,71.446,1.97,100,0,3.0,KZ,1697503643
416,kapa'a,22.0752,-159.319,29.18,73,20,4.12,US,1697503643
417,tsiombe,-25.3,45.4833,21.34,77,100,1.85,MG,1697503644
418,suva,-18.1416,178.4415,26.71,74,75,5.14,FJ,1697503644
419,pariaman,-0.619,100.12,25.03,85,100,0.38,ID,1697503644
420,horishni plavni,49.0097,33.6455,6.64,79,24,6.16,UA,1697503644
421,bulanik,39.0929,42.2703,9.23,83,13,1.15,TR,1697503645
422,minas de marcona,-15.2119,-75.1103,14.67,86,77,4.5,PE,1697503645
423,puerto leguizamo,-0.1934,-74.7819,24.32,78,13,0.71,CO,1697503645
424,lower hutt,-41.2167,174.9167,12.4,91,100,9.26,NZ,1697503645
425,obigarm,38.7173,69.7088,8.8,78,86,1.92,TJ,1697503646
426,zaterechnyy,44.7931,45.2097,11.87,65,100,10.76,RU,1697503646
427,sao paulo de olivenca,-3.3783,-68.8725,23.05,97,42,0.7,BR,1697503646
428,queenstown,-31.8976,26.8753,10.1,93,100,2.37,ZA,1697503646
429,usinsk,65.9939,57.5281,2.26,99,100,7.15,RU,1697503646
430,praia da vitoria,38.7333,-27.0667,19.31,88,40,5.3,PT,1697503647
431,fuding,27.3273,120.214,22.21,60,0,1.5,CN,1697503647
432,golere,16.2557,-14.1017,32.71,15,0,2.15,SN,1697503647
433,ambovombe,-25.1667,46.0833,21.17,78,100,2.46,MG,1697503647
434,las palmas,28.4204,-14.0131,23.44,57,0,0.51,ES,1697503648
435,san jeronimo,-11.9472,-75.2829,13.51,60,83,1.54,PE,1697503649
436,nenjiang,49.1833,125.2167,6.93,28,74,4.39,CN,1697503649
437,forster,-32.1667,152.5167,20.72,54,99,7.35,AU,1697503649
438,erdenet,49.0333,104.0833,0.85,60,0,1.87,MN,1697503650
439,kolonia town,6.964,158.206,33.0,66,75,2.57,FM,1697503650
440,ephrata,40.1798,-76.1788,13.23,78,20,2.57,US,1697503500
441,berdigestyakh,62.0989,126.6992,-4.84,69,100,4.47,RU,1697503650
442,mo i rana,66.3128,14.1428,0.26,100,100,0.0,NO,1697503651
443,funafuti,-8.5243,179.1942,29.0,89,75,7.72,TV,1697503651
444,aberdeen,57.1437,-2.0981,6.41,81,10,0.51,GB,1697503651
445,camayenne,9.535,-13.6878,26.05,94,40,0.0,GN,1697503651
446,rosso,16.4986,-15.8153,30.25,28,0,4.48,SN,1697503652
447,hobyo,5.3505,48.5268,27.2,79,46,4.33,SO,1697503652
448,kill devil hills,36.0307,-75.676,15.01,63,0,3.6,US,1697503653
449,ulsteinvik,62.3432,5.8487,10.97,92,100,8.05,NO,1697503653
450,kramfors,62.9316,17.7765,-0.12,93,52,0.0,SE,1697503653
451,san julian,21.0167,-102.1667,16.86,47,42,6.26,MX,1697503654
452,nebbi,2.4783,31.0889,18.49,88,99,1.22,UG,1697503654
453,altai,46.3722,96.2583,-3.26,54,2,2.15,MN,1697503654
454,aioun,16.6614,-9.6149,28.82,11,0,1.61,MR,1697503655
455,howrah,22.5892,88.3103,25.0,88,7,0.0,IN,1697503655
456,vila velha,-20.3297,-40.2925,24.97,91,40,3.58,BR,1697503655
457,ushtobe,45.2514,77.9838,5.95,67,8,6.11,KZ,1697503656
458,onega,63.9061,38.1404,4.3,78,100,6.71,RU,1697503656
459,santa elena de uairen,4.6167,-61.1333,21.34,84,100,2.0,VE,1697503656
460,shingu,33.7333,135.9833,22.86,44,0,1.75,JP,1697503656
461,beloyarskiy,63.7119,66.6722,5.0,91,100,2.24,RU,1697503657
462,dordrecht,51.81,4.6736,9.45,83,100,1.34,NL,1697503657
463,severobaykal'sk,55.65,109.3167,3.61,70,86,2.91,RU,1697503657
464,evanston,42.0411,-87.6901,12.1,73,75,3.09,US,1697503657
465,betio village,1.358,172.9211,28.32,75,100,7.1,KI,1697503658
466,dudinka,69.4058,86.1778,-0.18,98,100,2.68,RU,1697503658
467,vilyuysk,63.7553,121.6247,-2.12,52,100,5.36,RU,1697503658
468,zeya,53.75,127.2667,2.27,36,73,1.17,RU,1697503658
469,olyokminsk,60.3736,120.4264,1.11,67,100,3.58,RU,1697503659
470,christchurch,-43.5333,172.6333,12.45,79,75,3.09,NZ,1697503659
471,el nido,11.1858,119.3956,28.05,78,91,2.76,PH,1697503659
472,cold lake,54.4502,-110.2017,10.97,71,100,3.09,CA,1697503659
473,ambam,2.3833,11.2833,20.45,100,100,1.16,CM,1697503660
474,sariyahsi,38.9835,33.8414,11.77,69,13,1.51,TR,1697503660
475,avranches,48.6833,-1.3667,7.68,51,100,4.29,FR,1697503660
476,cururupu,-1.8283,-44.8683,24.56,89,14,1.42,BR,1697503661
477,gazojak,41.1875,61.4036,11.2,32,0,4.62,TM,1697503661
478,as safirah,36.077,37.3725,18.7,75,1,3.96,SY,1697503661
479,forio,40.7342,13.8646,18.01,92,100,4.92,IT,1697503661
480,belmonte,-15.8631,-38.8828,23.06,80,4,2.03,BR,1697503662
481,al bardiyah,31.7561,25.0865,21.75,84,0,4.73,LY,1697503662
482,ibaiti,-23.8486,-50.1878,21.66,74,100,1.91,BR,1697503662
483,kasamwa,-2.85,32.4333,20.19,85,70,3.04,TZ,1697503663
484,igarka,67.4667,86.5833,-0.98,96,97,2.45,RU,1697503663
485,trincomalee,8.5711,81.2335,25.5,86,96,4.54,LK,1697503663
486,pizarro,4.9533,-77.366,25.92,86,100,1.29,CO,1697503664
487,biaora,23.8667,76.9167,20.56,69,0,1.86,IN,1697503664
488,buritama,-21.0661,-50.1472,29.39,42,39,2.69,BR,1697503665
489,lipkovo,42.1564,21.5853,4.57,48,100,0.57,MK,1697503665
490,gamba,-2.65,10.0,24.92,83,100,1.82,GA,1697503665
491,marquette,46.5333,-87.6335,5.74,87,3,0.45,US,1697503665
492,turpan,42.9333,89.1667,14.51,33,1,2.32,CN,1697503666
493,hiratacho,35.4333,132.8167,17.98,77,20,3.09,JP,1697503666
494,ayr,55.4627,-4.6339,3.99,93,20,4.12,GB,1697503666
495,smithers,54.7804,-127.1743,9.18,100,100,0.0,CA,1697503667
496,sala consilina,40.3912,15.5989,12.99,95,100,2.09,IT,1697503667
497,al harithah,30.7186,47.7208,19.98,52,0,4.12,IQ,1697503667
498,selfoss,63.9331,-20.9971,3.36,85,100,2.52,IS,1697503667
499,timimoun,29.2639,0.231,23.21,16,0,5.66,DZ,1697503668
500,pohrebyshche,49.4864,29.2636,6.28,65,99,6.44,UA,1697503669
501,bubaque,11.2833,-15.8333,27.45,83,5,4.75,GW,1697503669
502,sydney,-33.8679,151.2073,18.51,76,75,9.77,AU,1697503328
503,nogliki,51.8333,143.1667,9.08,84,100,3.13,RU,1697503669
504,darnah,32.767,22.6367,22.39,65,0,5.83,LY,1697503670
505,oriximina,-1.7656,-55.8661,27.7,59,53,1.33,BR,1697503670
506,'ain el melh,34.8415,4.1638,17.37,29,49,2.28,DZ,1697503670
507,shitanjing,39.2342,106.3439,9.33,32,100,6.26,CN,1697503670
508,castillos,-34.1667,-53.8333,15.78,98,30,3.64,UY,1697503671
509,labytnangi,66.6572,66.4183,0.48,98,100,1.18,RU,1697503671
510,blenheim,-41.516,173.9528,10.85,90,100,1.79,NZ,1697503671
511,tofol,5.3248,163.0078,28.88,74,100,1.03,FM,1697503671
512,shevchenkove,49.6959,37.1735,6.06,73,100,8.06,UA,1697503672
513,camamu,-13.9447,-39.1039,21.5,90,29,1.46,BR,1697503672
514,malkapur,20.8833,76.2,23.11,62,7,1.23,IN,1697503673
515,susuman,62.7833,148.1667,-14.46,69,2,1.25,RU,1697503673
516,trairi,-3.2778,-39.2689,25.96,76,3,5.44,BR,1697503403
517,hurricane,37.1753,-113.2899,31.19,20,0,0.99,US,1697503463
518,nadym,65.5333,72.5167,1.0,93,100,4.19,RU,1697503674
519,jutai,-5.1833,-68.9,24.27,91,88,1.35,BR,1697503674
520,yengema,8.7167,-11.1667,21.32,99,100,0.68,SL,1697503675
521,as sulayyil,20.4607,45.5779,22.14,15,0,2.19,SA,1697503675
522,nata,8.3333,-80.5167,22.65,67,100,1.79,PA,1697503675
523,inda silase,14.1031,38.2829,17.86,58,100,0.94,ET,1697503676
524,kabalo,-6.05,26.9167,21.82,78,65,2.04,CD,1697503676
525,kiunga,-6.1219,141.2906,25.14,89,100,0.88,PG,1697503676
526,aketi,2.7388,23.7833,21.01,97,98,0.42,CD,1697503677
527,djougou,9.7085,1.666,22.42,91,100,1.86,BJ,1697503677
528,demre,36.2537,29.9777,19.93,71,0,0.29,TR,1697503677
529,hilo,19.7297,-155.09,31.27,75,75,6.17,US,1697503677
530,kermit,31.8576,-103.0927,23.91,22,0,2.06,US,1697503678
531,simpang,-1.2667,104.0833,28.85,65,15,2.41,ID,1697503678
532,yen vinh,18.6667,105.6667,25.14,80,40,3.09,VN,1697503678
533,tadine,-21.55,167.8833,23.42,79,98,4.78,NC,1697503678
534,talanga,14.4,-87.0833,25.3,96,100,1.79,HN,1697503679
535,amparafaravola,-17.5833,48.2167,21.1,87,89,0.82,MG,1697503679
536,lazaro cardenas,17.9583,-102.2,26.92,83,100,1.78,MX,1697503679
537,coquimbo,-29.9533,-71.3436,13.85,88,0,0.51,CL,1697503396
538,mar del plata,-38.0023,-57.5575,12.01,83,75,8.23,AR,1697503654
539,qandala,11.472,49.8728,27.53,71,6,0.9,SO,1697503680
540,kulunda,52.566,78.9385,8.66,75,98,3.87,RU,1697503680
541,mach,29.8637,67.3298,16.99,34,0,1.88,PK,1697503680
542,bodo,67.28,14.405,5.02,93,100,4.12,NO,1697503680
543,metahara,8.9,39.9167,22.39,48,100,0.77,ET,1697503681
544,grande prairie,55.1667,-118.8027,8.1,76,100,2.57,CA,1697503023
545,carrigaline,51.8117,-8.3986,11.86,87,75,8.23,IE,1697503681
546,al kharj,24.155,47.3346,29.32,17,0,0.62,SA,1697503682
547,itigi,-5.7,34.4833,21.62,61,100,2.83,TZ,1697503682
548,taitung city,22.7583,121.1444,24.15,83,75,1.54,TW,1697503682
549,mga,59.75,31.0667,4.78,89,84,2.84,RU,1697503682
550,yangjiang,21.85,111.9667,23.54,75,100,3.79,CN,1697503683
551,raduzhny,62.0961,77.475,3.11,94,94,2.38,RU,1697503683
552,isale,6.6979,3.1421,24.62,90,99,2.54,NG,1697503683
553,el quebrachal,-25.2833,-64.0667,31.06,25,6,8.11,AR,1697503684
554,colares,38.7992,-9.4469,22.96,94,14,10.28,PT,1697503684
555,johnstown,40.3267,-78.922,11.36,95,100,3.6,US,1697503431
556,sisimiut,66.9395,-53.6735,-7.24,84,97,5.7,GL,1697503684
557,arno,60.1167,18.6333,5.44,75,99,3.91,SE,1697503685
558,bechar,31.6167,-2.2167,21.18,26,0,0.0,DZ,1697503685
559,todos santos,23.45,-110.2167,28.14,80,1,3.19,MX,1697503685
560,taksimo,56.3444,114.8794,0.95,82,100,0.89,RU,1697503685
561,sault ste. marie,46.5168,-84.3333,8.16,81,0,5.14,CA,1697503206
562,shahin dezh,36.6793,46.5669,11.5,73,16,1.62,IR,1697503686
563,eydhafushi,5.1033,73.0708,28.13,75,49,6.51,MV,1697503686
